"state","Undecided","Other","poll_id","pollster","start_date","end_date","sample_subpopulation","sample_size","mode","partisanship","partisan_affiliation","reppoll","dempoll","libpoll","threepoll","grepoll","repres","demres","libres","greres","daystoelection","perrep","perdem","perind","permultiracial","perwhite","perblack","perindig","perasian","perpacific","perother","perlatinx","popcit18plus","percit18plusmale","percit18plusfem","medage","perhsplus","perugplus","unemp","medhhincome","per2034","per3554","per5564","per65plus","singledadfam","singlemomfam","vets","bornstateres","forborncit","noneng","spanish","nonengsp","nonsplang","splang","forlang","meanhhincome","perfoodstamp","percapitainc","medearngap","perhealthins","perbelowpov","minblack","minlatinx","minother","femdomcit18plus","femdom","gunbckcheck","evangelical_pop","vepvotingrate","wideo","citi6013","w_gayrights_employment_discrimit","giexorder","gilaw","giexorder_law","soexorder","solaw","soexorder_law","guncontrol_assaultweapon_ban","guncontrol_opencarry","labor_minwage_abovefed","regulation_physician_suicide","earned_income_taxcredit","x_tax_rate_rich","x_top_corporateincometaxrate","genderrights_era_ratification","genderrights_state_eras","genrights_genddiscrim_post1964","statemin","employ_pop","pctwomenearn","death_penalty","w_ec_access","abortion_consent_1992_2014","w_abortion_parental_notice_1983_","abortion_medicaid","demties","repties","libties","libties2","greties","greties2"
"FL",0.04,0.01,15324,"InsiderAdvantage/Florida Times-Union",2012-09-24,2012-09-24,"Likely Voters",540,"Automated Phone","Nonpartisan","None",0.46,0.49,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,43,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.03,0.01,15313,"Quinnipiac/NYT/CBS",2012-09-18,2012-09-24,"Likely Voters",1196,"Live Phone","Nonpartisan","None",0.44,0.53,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,43,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0,15253,"PPP (D)",2012-09-20,2012-09-23,"Likely Voters",861,"Automated Phone","Pollster","Dem",0.46,0.5,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,44,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.01,0.02,15289,"Washington Post",2012-09-19,2012-09-23,"Likely Voters",769,"Live Phone","Nonpartisan","None",0.47,0.51,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,44,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0.01,15269,"ARG",2012-09-20,2012-09-22,"Likely Voters",600,"Live Phone","Nonpartisan","None",0.45,0.5,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,45,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0.01,15286,"Mason-Dixon",2012-09-17,2012-09-19,"Likely Voters",800,"Live Phone","Nonpartisan","None",0.47,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,48,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0,15199,"Purple Strategies",2012-09-15,2012-09-19,"Likely Voters",600,"IVR/Online","Nonpartisan","None",0.48,0.47,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,48,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0,15158,"We Ask America",2012-09-18,2012-09-18,"Likely Voters",1230,"Automated Phone","Nonpartisan","None",0.46,0.49,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,49,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0.02,15146,"FOX",2012-09-16,2012-09-18,"Likely Voters",829,"Live Phone","Nonpartisan","None",0.44,0.49,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,49,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0,15096,"Gravis Marketing",2012-09-15,2012-09-16,"Likely Voters",1728,"Automated Phone","Nonpartisan","None",0.48,0.47,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,51,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.02,0.03,15163,"YouGov",2012-09-07,2012-09-14,"Likely Voters",1415,"Internet","Nonpartisan","None",0.47,0.49,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,53,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.03,0.03,15008,"Rasmussen",2012-09-12,2012-09-12,"Likely Voters",500,"Automated Phone","Nonpartisan","None",0.46,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,55,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.09,0,15173,"Caddell/McLaughlin (R)/Secure America Now",2012-09-11,2012-09-12,"Likely Voters",600,"Live Phone","Pollster","Rep",0.48,0.44,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,55,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0.01,15028,"NBC/WSJ/Marist",2012-09-09,2012-09-11,"Likely Voters",980,"Live Phone","Nonpartisan","None",0.44,0.49,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,56,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0,0,15038,"Consensus Communications (R)",2012-09-08,2012-09-11,"Likely Voters",606,"Live Phone","Pollster","Rep",0.42,0.42,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,56,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.03,0,15012,"McLaughlin (R)/AIF",2012-09-09,2012-09-10,"Likely Voters",600,"Live Phone","Pollster","Rep",0.5,0.47,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,57,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0.02,14979,"SurveyUSA",2012-09-07,2012-09-09,"Likely Voters",596,"IVR/Online","Nonpartisan","None",0.44,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,58,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0,14879,"Gravis Marketing",2012-09-02,2012-09-02,"Likely Voters",1288,"Automated Phone","Nonpartisan","None",0.48,0.47,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,65,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0,14868,"PPP (D)",2012-08-31,2012-09-02,"Likely Voters",1548,"Automated Phone","Pollster","Dem",0.47,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,65,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.03,0,14800,"CNN/Time/ORC",2012-08-22,2012-08-26,"Likely Voters",776,"Live Phone","Nonpartisan","None",0.46,0.5,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,72,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0,0.01,14739,"Quinnipiac/NYT/CBS",2012-08-15,2012-08-21,"Likely Voters",1241,"Live Phone","Nonpartisan","None",0.46,0.49,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,77,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0,0,14737,"Gravis Marketing",2012-08-20,2012-08-20,"Likely Voters",728,"Automated Phone","Nonpartisan","None",0.48,0.45,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,78,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0.03,14708,"FMWB (D)",2012-08-17,2012-08-17,"Likely Voters",1503,"Automated Phone","Pollster","Dem",0.54,0.4,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,81,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.08,0.03,14675,"Rasmussen",2012-08-15,2012-08-15,"Likely Voters",500,"Automated Phone","Nonpartisan","None",0.45,0.43,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,83,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0,14667,"Purple Strategies",2012-08-13,2012-08-14,"Likely Voters",600,"Automated Phone","Nonpartisan","None",0.48,0.47,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,84,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0.01,14519,"Quinnipiac/NYT/CBS",2012-07-24,2012-07-30,"Likely Voters",1177,"Live Phone","Nonpartisan","None",0.45,0.51,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,99,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0,14511,"PPP (D)",2012-07-26,2012-07-29,"Likely Voters",871,"Automated Phone","Pollster","Dem",0.47,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,100,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.05,0.04,14406,"SurveyUSA",2012-07-17,2012-07-19,"Likely Voters",647,"IVR/Online","Nonpartisan","None",0.43,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,110,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.07,0,14357,"Purple Strategies",2012-07-09,2012-07-13,"Likely Voters",600,"Automated Phone","Nonpartisan","None",0.48,0.45,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,116,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.07,0.02,14349,"Mason-Dixon",2012-07-09,2012-07-11,"Likely Voters",800,"Live Phone","Nonpartisan","None",0.45,0.46,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,118,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0.05,14288,"Rasmussen",2012-07-09,2012-07-09,"Likely Voters",500,"Automated Phone","Nonpartisan","None",0.46,0.45,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,120,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0,0,14321,"Garin-Hart-Yang (D-Priorities USA)",2012-06-25,2012-07-03,"Likely Voters",803,"Live Phone","Sponsor","Dem",0.44,0.48,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,126,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.09,0,14241,"We Ask America",2012-07-01,2012-07-02,"Likely Voters",1127,"Automated Phone","Nonpartisan","None",0.45,0.46,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,127,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.12,0.02,14187,"Quinnipiac",2012-06-19,2012-06-25,"Registered Voters",1200,"Live Phone","Nonpartisan","None",0.41,0.45,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,134,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.09,0.02,14141,"Quinnipiac",2012-06-12,2012-06-18,"Registered Voters",1697,"Live Phone","Nonpartisan","None",0.42,0.46,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,141,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.06,0,14037,"Purple Strategies",2012-05-31,2012-06-05,"Likely Voters",600,"Automated Phone","Nonpartisan","None",0.49,0.45,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,154,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
"FL",0.04,0,14009,"PPP (D)",2012-05-31,2012-06-03,"Likely Voters",642,"Automated Phone","Pollster","Dem",0.46,0.5,0,0,0,0.491309777619755,0.500078650686987,0.00527791541811897,0.00105579549358115,156,37,44,19,2.5,77.8,17.4,0.8,3.4,0.2,3.1,24.5,14441877,48,52,41.8,87.6,28.4,7,49426,19.1,25.7,13.1,19.5,4.8,13.4,9.1,35.9,53.7,29,21.3,7.7,0,1,2,70462,14.9,27697,5501,86.7,15.7,0,1,0,1,1,547078,16.9,0.64,-0.116713881,44.98034,0,0,0,0,0,0,0,0,1,1,0,0,0,5.5,0,1,1,7.93,0.762346,83.81,0,0,1,1,0,0,0,0,0,0,0
