"state","Undecided","poll_id","pollster","start_date","end_date","sample_subpopulation","sample_size","mode","partisanship","partisan_affiliation","reppoll","dempoll","libpoll","threepoll","grepoll","Other","repres","demres","libres","greres","daystoelection","perrep","perdem","perind","permultiracial","perwhite","perblack","perindig","perasian","perpacific","perother","perlatinx","popcit18plus","percit18plusmale","percit18plusfem","medage","perhsplus","perugplus","unemp","medhhincome","per2034","per3554","per5564","per65plus","singledadfam","singlemomfam","vets","bornstateres","forborncit","noneng","spanish","nonengsp","nonsplang","splang","forlang","meanhhincome","perfoodstamp","percapitainc","medearngap","perhealthins","perbelowpov","minblack","minlatinx","minother","femdomcit18plus","femdom","gunbckcheck","evangelical_pop","vepvotingrate","wideo","citi6013","w_gayrights_employment_discrimit","giexorder","gilaw","giexorder_law","soexorder","solaw","soexorder_law","guncontrol_assaultweapon_ban","guncontrol_opencarry","labor_minwage_abovefed","regulation_physician_suicide","earned_income_taxcredit","x_tax_rate_rich","x_top_corporateincometaxrate","genderrights_era_ratification","genderrights_state_eras","genrights_genddiscrim_post1964","statemin","employ_pop","pctwomenearn","death_penalty","w_ec_access","abortion_consent_1992_2014","w_abortion_parental_notice_1983_","abortion_medicaid","demties","repties","libties","greties"
"IA",0.12,25366,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",1875,"Internet","Nonpartisan","None",0.46,0.42,0,0,0,0,0,0,0,0,68,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.12,25415,"PPP (D-Constitutional Responsibility Project)",2016-08-30,2016-08-31,"Likely Voters",827,"IVR/Online","Sponsor","Dem",0.43,0.45,0,0,0,0,0,0,0,0,69,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.07,25220,"CBS/YouGov",2016-08-17,2016-08-19,"Likely Voters",987,"Internet","Nonpartisan","None",0.4,0.4,0.07,0,0,0.06,0,0,0,0,81,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.06,25198,"Quinnipiac",2016-08-09,2016-08-16,"Likely Voters",846,"Live Phone","Nonpartisan","None",0.44,0.47,0,0,0,0.04,0,0,0,0,84,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.19,25128,"Suffolk",2016-08-08,2016-08-10,"Likely Voters",500,"Live Phone","Nonpartisan","None",0.41,0.4,0,0,0,0,0,0,0,0,90,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.09,25104,"NBC/WSJ/Marist",2016-08-03,2016-08-07,"Registered Voters",899,"Live Phone","Nonpartisan","None",0.37,0.41,0,0,0,0.13,0,0,0,0,93,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.08,24909,"CBS/YouGov",2016-07-13,2016-07-15,"Likely Voters",998,"Internet","Nonpartisan","None",0.4,0.39,0,0,0,0.12,0,0,0,0,116,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.06,24862,"Monmouth University",2016-07-08,2016-07-11,"Likely Voters",401,"Live Phone","Nonpartisan","None",0.44,0.42,0.06,0,0,0.03,0,0,0,0,120,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.08,24877,"NBC/WSJ/Marist",2016-07-05,2016-07-10,"Registered Voters",822,"Live Phone","Nonpartisan","None",0.39,0.42,0,0,0,0.1,0,0,0,0,121,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0,24885,"Gravis Marketing",2016-07-07,2016-07-08,"Registered Voters",1318,"Automated Phone","Nonpartisan","None",0.4,0.42,0,0,0,0.18,0,0,0,0,123,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.14,24806,"Loras College",2016-06-24,2016-06-28,"Likely Voters",600,"Live Phone","Nonpartisan","None",0.34,0.48,0,0,0,0.04,0,0,0,0,133,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.2,24786,"PPP (D-Americans United for Change/Constitutional Responsibility Project)",2016-06-22,2016-06-23,"Likely Voters",897,"IVR/Online","Sponsor","Dem",0.39,0.41,0,0,0,0,0,0,0,0,138,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.15,24688,"PPP (D-Constitutional Responsibility Project)",2016-06-09,2016-06-13,"Likely Voters",630,"Automated Phone","Sponsor","Dem",0.41,0.44,0,0,0,0,0,0,0,0,148,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.12,23463,"NBC/WSJ/Marist",2016-01-02,2016-01-07,"Registered Voters",1470,"Live Phone","Nonpartisan","None",0.4,0.48,0,0,0,0,0,0,0,0,306,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.13,23364,"PPP (D)",2015-12-10,2015-12-13,"Likely Voters",1426,"IVR/Online","Pollster","Dem",0.43,0.45,0,0,0,0,0,0,0,0,331,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.19,23184,"Morning Consult/Campaign for Sustainable Rx Pricing",2015-11-10,2015-11-16,"Registered Voters",641,"Live Phone/Online","Nonpartisan","None",0.4,0.41,0,0,0,0,0,0,0,0,358,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.12,23072,"PPP (D)",2015-10-30,2015-11-01,"Likely Voters",1668,"IVR/Online","Pollster","Dem",0.44,0.44,0,0,0,0,0,0,0,0,373,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.11,22843,"NBC/WSJ/Marist",2015-09-23,2015-09-30,"Registered Voters",1061,"Live Phone","Nonpartisan","None",0.48,0.41,0,0,0,0,0,0,0,0,405,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.09,22684,"NBC/Marist",2015-08-26,2015-09-02,"Registered Voters",998,"Live Phone","Nonpartisan","None",0.48,0.43,0,0,0,0,0,0,0,0,433,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"IA",0.17,22539,"PPP (D)",2015-08-07,2015-08-09,"Likely Voters",1500,"IVR/Online","Pollster","Dem",0.4,0.43,0,0,0,0,0,0,0,0,457,41,40,19,1.9,92.3,4.4,0.7,2.7,0.2,1.7,5.6,2310467,49,51,38.1,91.7,26.8,4.2,54736,19.7,24.6,13.2,16,4.3,9.2,8.2,71.1,37.4,7.7,4,3.7,0,1,2,70036,11.3,28628,11034,95,12.2,0,1,0,1,1,317477,19.700001,0.55,-0.093941942,44.69056,0,1,0,1,1,0,1,0,1,0,0,1,3.4,7,1,0,1,7.25,0.78448125,82.1,0,1,1,1,0,0,0,0,0
"KS",0.02,26807,"SurveyMonkey",2016-10-31,2016-11-07,"Likely Voters",1311,"Internet","Nonpartisan","None",0.49,0.37,0,0,0,0.12,0,0,0,0,1,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",328,"Internet","Nonpartisan","None",0.54,0.39,0,0,0,0.08,0,0,0,0,2,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.08,26806,"Ipsos/Reuters",2016-10-17,2016-11-06,"Likely Voters",519,"Internet","Nonpartisan","None",0.54,0.38,0,0,0,0,0,0,0,0,2,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0,26729,"Fort Hays State University",2016-11-01,2016-11-03,"Likely Voters",313,"Live Phone","Nonpartisan","None",0.58,0.34,0,0,0,0.09,0,0,0,0,5,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.06,26614,"SurveyUSA/KSN News",2016-10-26,2016-10-30,"Likely Voters",624,"IVR/Online","Nonpartisan","None",0.49,0.38,0,0,0,0.08,0,0,0,0,9,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.02,26572,"SurveyMonkey",2016-10-24,2016-10-30,"Likely Voters",1176,"Internet","Nonpartisan","None",0.47,0.36,0,0,0,0.16,0,0,0,0,9,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0,26592,"UPI/CVOTER",2016-10-23,2016-10-29,"Likely Voters",328,"Internet","Nonpartisan","None",0.56,0.39,0,0,0,0.05,0,0,0,0,10,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.03,26431,"SurveyMonkey",2016-10-17,2016-10-23,"Likely Voters",1468,"Internet","Nonpartisan","None",0.48,0.37,0,0,0,0.12,0,0,0,0,16,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.07,26275,"SurveyUSA/KSN News",2016-10-11,2016-10-15,"Likely Voters",581,"IVR/Online","Nonpartisan","None",0.47,0.36,0,0,0,0.09,0,0,0,0,24,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.12,26344,"Ipsos/Reuters",2016-09-23,2016-10-13,"Likely Voters",565,"Internet","Nonpartisan","None",0.5,0.38,0,0,0,0,0,0,0,0,26,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0,26709,"Fort Hays State University",2016-09-01,2016-10-13,"Likely Voters",892,"Live Phone","Nonpartisan","None",0.47,0.39,0,0,0,0.14,0,0,0,0,26,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.1,26109,"Ipsos/Reuters",2016-09-16,2016-10-06,"Likely Voters",556,"Internet","Nonpartisan","None",0.55,0.35,0,0,0,0,0,0,0,0,33,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.12,25549,"Ipsos/Reuters",2016-08-26,2016-09-15,"Likely Voters",459,"Internet","Nonpartisan","None",0.49,0.39,0,0,0,0,0,0,0,0,54,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.07,25480,"SurveyUSA/KSN News",2016-09-06,2016-09-11,"Likely Voters",595,"IVR/Online","Nonpartisan","None",0.48,0.36,0,0,0,0.1,0,0,0,0,58,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.14,25367,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",741,"Internet","Nonpartisan","None",0.49,0.37,0,0,0,0,0,0,0,0,68,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.09,25109,"SurveyUSA/KSN News",2016-08-03,2016-08-07,"Likely Voters",566,"IVR/Live Phone","Nonpartisan","None",0.44,0.39,0,0,0,0.08,0,0,0,0,93,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.16,24976,"Fort Hays State University/Kansas Newspapers",2016-07-11,2016-07-21,"Likely Voters",542,"Live Phone","Nonpartisan","None",0.44,0.27,0,0,0,0.13,0,0,0,0,110,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.09,24917,"SurveyUSA/KSN News",2016-07-08,2016-07-11,"Likely Voters",559,"IVR/Live Phone","Nonpartisan","None",0.47,0.36,0,0,0,0.08,0,0,0,0,120,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.21,24669,"Zogby/Kansas Health Foundation",2016-06-04,2016-06-06,"Registered Voters",433,"IVR/Live Phone","Nonpartisan","None",0.36,0.43,0,0,0,0,0,0,0,0,155,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
"KS",0.18,23980,"Fort Hays State University",2016-02-19,2016-02-26,"Adults",440,"Live Phone","Nonpartisan","None",0.46,0.36,0,0,0,0,0,0,0,0,256,46,31,23,3.2,87.6,7.4,2.1,3.4,0.2,2.6,11.6,2074102,49.1,50.9,36.2,90.3,31.7,4.7,53906,20.6,24.3,12.6,14.7,4.5,9.9,8.5,58.6,37.5,11.8,7.7,4.1,0,1,2,73069,8.5,28852,11193,90.9,13,0,1,0,1,1,134128,19.299999,0.57,-0.417400271,34.2966,0,1,0,1,1,0,1,0,1,0,0,1,6.45,4,1,0,1,7.25,0.81632675,78.91,0,0,1,2,0,0,0,0,0
